nombre,telefono,direccion,latitud,longitud,municipio,categoria
Limo Viejo Beach,(787) 796-3836,"Sardinera Beach Calle C 134 G, 133 Calle C, Dorado, 00646, Puerto Rico",18.4709426,-66.279501,Toa Alta,Jangueo
El Chinchorro de Raymond,(787) 390-1738,"8PVH+Q5X, PR-165, Toa Alta, 00953, Puerto Rico",18.3444752,-66.27201269999999,Toa Alta,Jangueo
La Cabaña,(787) 784-8484,"Urb. Levittown Ave. Dos Palmas Local #2832, Toa Baja, 00949, Puerto Rico",18.4501563,-66.17614379999999,Toa Alta,Jangueo
El Toalteño,(787) 251-6951,"CQ3M+9VG, Candelaria, Toa Baja 00949, Puerto Rico",18.4034284,-66.2153005,Toa Alta,Jangueo
Joel Sports Bar,,"Hc 3 box 9328, Dorado, 00646, Puerto Rico",18.3968566,-66.26110539999999,Toa Alta,Jangueo
El Che By Richard Resto,(787) 450-0531,"9Q8H+P9M, PR-861, Toa Alta, 00953, Puerto Rico",18.366835,-66.2215733,Toa Alta,Jangueo
La Gran Parada -Toa Alta,,"Carr.165, Bo km 5.5, Toa Alta, 00953, Puerto Rico",18.3867126,-66.2534122,Toa Alta,Jangueo
Bar de Chivín,,"9P59+CQW, Toa Alta 00953, Puerto Rico",18.3586125,-66.28053129999999,Toa Alta,Jangueo
Bar La Cabaña - El Quenepo,,"Calle 2, Esq. Calle 3, #116-A, Dorado, 00646, Puerto Rico",18.3916512,-66.2613594,Toa Alta,Jangueo
El Ocho de Rio,(939) 399-3351,"102 Av. Universidad, San Juan, 00925, Puerto Rico",18.4029734,-66.05471949999999,Toa Alta,Jangueo
La Esquina de Diego,,"553 Calle de Diego, San Juan, 00901, Puerto Rico",18.3977908,-66.0311442,Toa Alta,Jangueo
El Mercadito de Luly,(787) 366-1313,"World Plaza, 268 Av. Luis Muñoz Rivera, San Juan, 00919, Puerto Rico",18.4241186,-66.0588422,Toa Alta,Jangueo
El Kampestre,(787) 261-1188,"D29 Avenida Boulevard carretera 868, C. Marina, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4530163,-66.1858141,Toa Alta,Jangueo
La Cantina Karaoke Bar & Restaurant,(787) 945-9014,"304 Av. Juan Ponce de León, San Juan, 00918, Puerto Rico",18.4245107,-66.0577606,Toa Alta,Restaurantes
El Punto 8 Sport Bar,(787) 670-6930,"901 Cll Hypolais, San Juan, 00924, Puerto Rico",18.4083342,-66.0077283,Toa Alta,Jangueo
Mojitos Solution Bar & Rest.,(787) 367-3562,"796 Av. Roberto Sánchez Vilella, San Juan, 00924, Puerto Rico",18.4080781,-66.0017149,Toa Alta,Jangueo
Colmado & Bar La Pra,,"9Q4J+CV3, PR-828, Toa Alta, 00953, Puerto Rico",18.3560482,-66.2178535,Toa Alta,Jangueo
Pedrona Food Truck,(787) 562-0515,"CARR 863, Pajaros, Toa Baja 00949, Puerto Rico",18.3935111,-66.2005472,Toa Alta,Food Trucks
La Pendejá - Toa Alta,(787) 421-8787,"9QFQ+3VP, PR-861, Toa Alta, 00953, Puerto Rico",18.372688,-66.210313,Toa Alta,Food Trucks
Bayamón Foodtruck Station,,"15 Av. Lomas Verdes #1C, Bayamón, 00956, Puerto Rico",18.3830915,-66.14465899999999,Toa Alta,Food Trucks
Platanean 2,(787) 944-9004,"Bo, PR-165 km 10.3, Toa Alta, 00953, Puerto Rico",18.382714,-66.2542759,Toa Alta,Food Trucks
Cupey Food Truck Park,,"PR-176, antes calle Tejas, Ave Victor M Labiosa, San Juan, 00926, Puerto Rico",18.375297,-66.05441569999999,Toa Alta,Food Trucks
Sabores Gourmet Criollo (Food Truck),(939) 900-1193,"CRWH+4G2, Levittown, Toa Baja 00949, Puerto Rico",18.445304,-66.1719884,Toa Alta,Food Trucks
Little Town Food Truck Park,(787) 382-5251,"al lado de Walgreens, Carretera 183, Las Piedras, 00771, Puerto Rico",18.1740942,-65.87931739999999,Toa Alta,Food Trucks
La Chupleta Food Truck,(787) 923-2956,"Ave.Los Diminicos Calle Marginal, C. Alelí, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4447876,-66.1748166,Toa Alta,Food Trucks
El Comelón,(787) 459-5037,"Carretera #2 barrio Espinosa km 29.9, Vega Alta, 00692, Puerto Rico",18.4139154,-66.3156055,Toa Alta,Food Trucks
Miramar Food Truck Park,(787) 398-3305,"1006 Av. de la Constitución, San Juan, 00907, Puerto Rico",18.4531242,-66.07851149999999,Toa Alta,Food Trucks
Food Street,(787) 412-4998,"1319 Avenida F.D. Roosevelt, San Juan, 00920, Puerto Rico",18.4137549,-66.0903902,Toa Alta,Food Trucks
La Pendejá - Toa Baja,(939) 388-5555,"100 Cll Colina Real, Toa Baja, 00949, Puerto Rico",18.4046867,-66.22259389999999,Toa Alta,Food Trucks
El Rincón de las Papas Asadas,(939) 452-3194,"CARR. 165, KM. 10.6, Barrio, Toa Alta, 00953, Puerto Rico",18.3853506,-66.25326869999999,Toa Alta,Food Trucks
Food Truck Park,,"166 PR-199, Guaynabo, 00969, Puerto Rico",18.3610604,-66.11528609999999,Toa Alta,Food Trucks
Las Jibaritas Food Truck,(787) 222-6625,"Expreso Trujillo Alto, #181 Urb. Lago Alto, San Juan, Trujillo Alto 00926, Puerto Rico",18.3649428,-66.00714839999999,Toa Alta,Food Trucks
Leña Eh Food Truck,(787) 980-4612,"1006 PR-25, San Juan, 00901, Puerto Rico",18.4530985,-66.0785191,Toa Alta,Food Trucks
Pikoteando Foodtruck,(787) 615-4333,"C. Del Carmen, Toa Baja, 00952, Puerto Rico",18.4375163,-66.1848894,Toa Alta,Food Trucks
The Tank Bar & Grill,(787) 235-7797,"Bo. Ortiz Carretera 829 km. 0.8, Toa Alta, 00953, Puerto Rico",18.3665875,-66.2089834,Toa Alta,Jangueo
Dorado Food Truck Strip,,"1 PR-696, Dorado, 00646, Puerto Rico",18.4630245,-66.27284209999999,Toa Alta,Food Trucks
Rivera's Pizza Food Truck,(787) 222-1960,"PR-826, Naranjito, 00719, Puerto Rico",18.3175732,-66.225431,Toa Alta,Food Trucks
Tripleta El Famoso Food Truck,(787) 317-4978,"Km 79.2, PR-3, Humacao, 00791, Puerto Rico",18.145546,-65.8132372,Toa Alta,Food Trucks
No Te Quites Food Truck,(939) 415-0045,"Carr Puerto Rico 2 KM 16.1, Candelaria, Toa Baja 00952, Puerto Rico",18.405015,-66.1986349,Toa Alta,Food Trucks
Perras K-lientes,,"CRVG+W26, Av. Los Dominicos, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4447798,-66.17497329999999,Toa Alta,Food Trucks
Food Trucks,,"C. Comercio, San Juan, 00902, Puerto Rico",18.4636504,-66.114226,Toa Alta,Food Trucks
Doble 7 Seafood,(787) 643-0404,"9Q8G+G6C, PR-861, Toa Alta, 00953, Puerto Rico",18.3663037,-66.2244857,Toa Alta,Food Trucks
JL Trailers,(787) 225-9037,"Candelaria, Toa Baja 00949, Puerto Rico",18.4076705,-66.2289467,Toa Alta,Food Trucks
La Pendejá Food Truck,(939) 969-2222,"34 C. 2, Caguas, 00725, Puerto Rico",18.2131785,-66.0542442,Toa Alta,Food Trucks
Pizza Factory Truck,(787) 382-3800,"Calle Gutierrez, Esquina, Carr 869, Candelaria, Toa Baja 00949, Puerto Rico",18.3996809,-66.2111084,Toa Alta,Food Trucks
SMASH N SHAKE,(939) 206-0919,"Levittown Lakes DM1, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4349789,-66.1789801,Toa Alta,Food Trucks
Chevy's,(787) 420-2200,"URB WOODBRIDGE PARK 15 Allen ST, Toa Alta, 00953, Puerto Rico",18.3611342,-66.2311666,Toa Alta,Food Trucks
Puerto Nuevo Food Truck Park,,"1321 Avenida F.D. Roosevelt #1323, San Juan, 00920, Puerto Rico",18.4137659,-66.0903952,Toa Alta,Food Trucks
Sabor de meche Food truck,(787) 459-3630,"107 Cll Popular, Caño Martin Peña, San Juan 00917, Puerto Rico",18.4287377,-66.0574127,Toa Alta,Food Trucks
Gordo's Tacos,(787) 245-2325,"CM7J+8M6, Vega Alta, 00692, Puerto Rico",18.4132779,-66.3183438,Toa Alta,Food Trucks
La Pendejá,(939) 260-2222,"Carr.167 C. Marginal B-11(B, Bayamón, 00959, Puerto Rico",18.3850534,-66.1655494,Toa Alta,Food Trucks
La familia food truck,(939) 355-8478,"369–499 Calle 3 Toa Baja, Puerto Rico 00949, Estados Unidos, Toa Baja, 00951, Puerto Rico",18.3976125,-66.2447626,Toa Alta,Food Trucks
Estancia Bakery,(787) 279-4068,"Carr. 861 Km. 5.8 Bo, Toa Alta, 00953, Puerto Rico",18.3683949,-66.21648379999999,Toa Alta,Postres
Sweet & Natural Frappes,(787) 702-2967,"Carr. 829 Km 1.8, Toa Alta, 00953, Puerto Rico",18.3631624,-66.20814539999999,Toa Alta,Postres
Abba’s Cakes (Simply Blessed),(939) 649-7373,"28 Calle Antonio R Barcelo, Toa Alta, 00953, Puerto Rico",18.3888994,-66.24826209999999,Toa Alta,Postres
Panaderías Tosta'o: El Gran Maestro,(787) 870-1587,"PR-165, Toa Alta, 00953, Puerto Rico",18.3401482,-66.2746623,Toa Alta,Postres
Paletados,(787) 908-6442,"Carr 167 Ave. Comerio, Shopping Davison Plaza Local E-1, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4377394,-66.16559149999999,Toa Alta,Postres
Cafeliz,(787) 870-1720,"Toa Alta, 00953, Puerto Rico",18.3896782,-66.25327170000001,Toa Alta,Postres
Repostería La Familia,(787) 243-3474,"9P6M+GH2, Galateo, Toa Alta 00953, Puerto Rico",18.3612734,-66.2661165,Toa Alta,Postres
Panadería Marce,(787) 870-6847,"9PQW+RMG, PR-165, Toa Alta, 00953, Puerto Rico",18.3895516,-66.2532901,Toa Alta,Postres
Affogata -Toa Alta,(939) 336-0606,"PR-861, Toa Alta, 00953, Puerto Rico",18.3756085,-66.20446960000001,Toa Alta,Postres
El Bizcocho de Titi,(787) 870-5066,"52 Calle 4, Toa Alta, 00953, Puerto Rico",18.3911567,-66.252453,Toa Alta,Postres
Strawberry Boutique Coffee and Sweets,(787) 985-0215,"Carr Puerto Rico 2, intersección, Cll Guayaba, Toa Baja, 00949, Puerto Rico",18.4040831,-66.2078119,Toa Alta,Postres
Panadería Génesis,(787) 797-1888,"PR-861, Toa Alta, 00953, Puerto Rico",18.3715789,-66.2151875,Toa Alta,Postres
El Cake by Liza Hernández,(787) 639-6152,"Calle 2, Bayamón, Toa Alta 00956, Puerto Rico",18.3597839,-66.2077425,Toa Alta,Postres
Panadería La Fe,(787) 245-4184,"8PXJ+H7P, H. Rivera Colón, Toa Alta 00953, Puerto Rico",18.3489538,-66.269284,Toa Alta,Postres
Candela Great Candy,(787) 600-2520,"Carr. 861 Km 6.2, Toa Alta, 00953, Puerto Rico",18.3680901,-66.2175718,Toa Alta,Postres
Panadería Flor de España,(787) 797-6462,"9Q5V+W24, PR-829, Toa Alta, 00953, Puerto Rico",18.3597699,-66.2074231,Toa Alta,Postres
Tostao Yadrian Bakers,(787) 400-9036,"9Q2J+PMQ, PR-828, Toa Alta, 00953, Puerto Rico",18.3518121,-66.2183658,Toa Alta,Postres
La Chickscake,(787) 944-3067,"Carr 863, Candelaria, Toa Baja 00949, Puerto Rico",18.3934748,-66.2006348,Toa Alta,Postres
Make it Sweet by Anthonella,(787) 344-9013,"A5 Carretera 165, Toa Alta, 00953, Puerto Rico",18.3888542,-66.2533394,Toa Alta,Postres
Candelaria Bakery toa baja,(787) 784-5318,"Carr. 865 km 4.3 #88, Toa Baja, 00949, Puerto Rico",18.4169308,-66.2188503,Toa Alta,Postres
Guaynabo Bakery,(939) 338-3226,"1476 Ave Paz Granela, Guaynabo, 00969, Puerto Rico",18.3797292,-66.1010048,Toa Alta,Postres
HR Cakes & More,(787) 787-6876,"Calle Granada, esq.sevilla, c 72 rep.alhambra, Bayamón, 00957, Puerto Rico",18.3804121,-66.1709405,Toa Alta,Postres
Hacienda Rosado Ayala,(787) 870-1061,"carr. 165, Bo km. 7.1, Toa Alta, 00953, Puerto Rico",18.3587602,-66.2671342,Toa Alta,Postres
Aquino Bakery,(787) 261-1360,"CRPC+CCW, Cll Lago Cerrillo, Levittown, Toa Baja 00949, Puerto Rico",18.4361225,-66.17892859999999,Toa Alta,Postres
Aníbal BBQ,(787) 870-5185,"9PPW+FPW, PR-165, Toa Alta, 00953, Puerto Rico",18.3862277,-66.2531628,Toa Alta,Postres
Hacienda El Mandril,(939) 545-5290,"Sector Mandril, PR-861 KM 10.7, Toa Alta, 00953, Puerto Rico",18.3811624,-66.2497064,Toa Alta,Jangueo
The Lemon Bar & Grill / Anita's,,"9P84+3X4, H. Rivera Colón, Toa Alta 00953, Puerto Rico",18.3651451,-66.2925362,Toa Alta,Jangueo
The Tank Bar & Grill,(787) 235-7797,"Bo. Ortiz Carretera 829 km. 0.8, Toa Alta, 00953, Puerto Rico",18.3665875,-66.2089834,Toa Alta,Jangueo
Barra 360 & Lucky Spot,(939) 545-5290,"Sector Mandril, PR-861 KM 10.7, Toa Alta, 00953, Puerto Rico",18.3803311,-66.2496239,Toa Alta,Jangueo
The Fury Bar & Grill,(787) 315-4584,"Bo ortiz carr 829 km 1.7, Toa Alta, 00953, Puerto Rico",18.3590325,-66.2068663,Toa Alta,Jangueo
Candela Great Candy,(787) 600-2520,"Carr. 861 Km 6.2, Toa Alta, 00953, Puerto Rico",18.3680901,-66.2175718,Toa Alta,Jangueo
The Tank Bar & Grill,(787) 235-7797,"Bo. Ortiz Carretera 829 km. 0.8, Toa Alta, 00953, Puerto Rico",18.3665875,-66.2089834,Toa Alta,Jangueo
The Fury Bar & Grill,(787) 315-4584,"Bo ortiz carr 829 km 1.7, Toa Alta, 00953, Puerto Rico",18.3590325,-66.2068663,Toa Alta,Jangueo
El Mandril Sport Bar & Grill,,"9QH2+2VH, PR-861, Toa Alta, 00953, Puerto Rico",18.3775535,-66.24776179999999,Toa Alta,Jangueo
Barra 360 & Lucky Spot,(939) 545-5290,"Sector Mandril, PR-861 KM 10.7, Toa Alta, 00953, Puerto Rico",18.3803311,-66.2496239,Toa Alta,Jangueo
The Lemon Bar & Grill / Anita's,,"9P84+3X4, H. Rivera Colón, Toa Alta 00953, Puerto Rico",18.3651451,-66.2925362,Toa Alta,Jangueo
TOA ALTA BBQ,(787) 870-4871,"9PFQ+PC8, Toa Alta, 00953, Puerto Rico",18.3742927,-66.2614289,Toa Alta,Jangueo
Ruta 861 Bar & Restaurant,(787) 799-5555,"Carr. 861 km 6.0, Toa Alta, 00953, Puerto Rico",18.367551,-66.2193099,Toa Alta,Restaurantes
Piloneando Toa Alta,(787) 487-9682,"9Q8H+R87 Carretera 861, Bo KM 6.5, Pajaros, Toa Alta 00953, Puerto Rico",18.3670625,-66.22168750000002,Toa Alta,Jangueo
Shooters Billiards Bar and Grill,(787) 740-0535,"La Fuente Shopping Center, Av. Jardín Real, Toa Alta, 00953, Puerto Rico",18.3964439,-66.2329148,Toa Alta,Jangueo
Hacienda El Mandril,(939) 545-5290,"Sector Mandril, PR-861 KM 10.7, Toa Alta, 00953, Puerto Rico",18.3811624,-66.2497064,Toa Alta,Jangueo
Nuni's Pizza Bar & Grill,(787) 279-8400,"9Q4W+V83, Toa Alta 00953, Puerto Rico",18.3571305,-66.20419749999999,Toa Alta,Jangueo
New Bar & Rest,(939) 306-6400,"1199 Ave. Boulevard, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4478643,-66.17838069999999,Toa Alta,Jangueo
THE HIT DE ORO SPORT BAR,,"9PFQ+R8W, PR-165, Toa Alta, 00953, Puerto Rico",18.3746158,-66.26168679999999,Toa Alta,Jangueo
Aníbal BBQ,(787) 870-5185,"9PPW+FPW, PR-165, Toa Alta, 00953, Puerto Rico",18.3862277,-66.2531628,Toa Alta,Jangueo
The Kañaveral,(787) 870-1031,"Galateo Toa Alta 00953, Toa Alta 00953, Puerto Rico",18.3594106,-66.2679381,Toa Alta,Jangueo
JJM Sport Bar,(787) 810-4743,"Avenida Toa Alta Heights, Toa Alta, 00953, Puerto Rico",18.3625004,-66.2126948,Toa Alta,Jangueo
Cosechando Bar & Grill,,"4 C. Jacinto Seijo, Vega Alta, 00692, Puerto Rico",18.4133496,-66.3298712,Toa Alta,Jangueo
Cafeliz,(787) 870-1720,"Toa Alta, 00953, Puerto Rico",18.3896782,-66.25327170000001,Toa Alta,Jangueo
El Che By Richard Resto,(787) 450-0531,"9Q8H+P9M, PR-861, Toa Alta, 00953, Puerto Rico",18.366835,-66.2215733,Toa Alta,Jangueo
La Cabaña,(787) 784-8484,"Urb. Levittown Ave. Dos Palmas Local #2832, Toa Baja, 00949, Puerto Rico",18.4501563,-66.17614379999999,Toa Alta,Jangueo
Los Topos Pizza Bar & Grill,(787) 235-3520,"Carr 159 Km 19.4, 00953, Toa Alta 00953, Puerto Rico",18.3454761,-66.28326419999999,Toa Alta,Jangueo
El Punto Sabroso,(787) 275-4038,"104 Barbosa Ave, Cataño, 00962, Puerto Rico",18.4424918,-66.11636419999999,Cataño,Restaurantes
Don Tello Restaurant,(787) 788-1951,"36 Las Nereidas Ave, Cataño, 00962, Puerto Rico",18.4429458,-66.1163102,Cataño,Restaurantes
Casilda Cocina Creativa & Sunset Rooftop,(787) 963-0494,"76 Las Nereidas Ave, Cataño, 00962, Puerto Rico",18.4413938,-66.1198035,Cataño,Restaurantes
Casa Cataño Food & Rum Theraphy,,"32 Barbosa Ave, Cataño, 00962, Puerto Rico",18.4428609,-66.1164172,Cataño,Restaurantes
La Yola Cataño,,"2 Cll Recreo, Cataño, 00962, Puerto Rico",18.4446606,-66.113466,Cataño,Restaurantes
CONTAINER BAY RESTAURANT & ROOFTOP,,"72 Las Nereidas Ave, Cataño, 00962, Puerto Rico",18.4414146,-66.11958299999999,Cataño,Restaurantes
Empanadillas El Gordo,(787) 639-6557,"CVVC+48M, Las Nereidas Ave, Cataño, 00962, Puerto Rico",18.4428457,-66.1291925,Cataño,Restaurantes
Chicky's,(787) 275-2415,"182 Barbosa Ave #198, Cataño, 00962, Puerto Rico",18.4404209,-66.1213544,Cataño,Restaurantes
EL KIKI ESE,(787) 398-2201,"Calle isidra rodriguez , esquina, 107 Barbosa Ave #107, Cataño, 00962, Puerto Rico",18.4414523,-66.1189444,Cataño,Restaurantes
Villa Pesquera,(787) 319-2362,"CVRF+PRC, PR-888, Catano, Cataño 00962, Puerto Rico",18.4418214,-66.1254881,Cataño,Restaurantes
A la Leña Pizza,(787) 788-4242,"Urb Ind Las Solar 9, Cataño, 00963, Puerto Rico",18.4232901,-66.1461747,Cataño,Restaurantes
Henry's Pizza,(787) 275-5452,"Las Nereidas Ave, Cataño, 00962, Puerto Rico",18.4432496,-66.1158992,Cataño,Restaurantes
Tello Mex,(787) 788-6607,"57 Barbosa Ave, Cataño, 00962, Puerto Rico",18.4429093,-66.11619,Cataño,Restaurantes
Sazón Chino,(939) 254-1878,"C. 19 Suite #2, Cataño, 00962, Puerto Rico",18.4296221,-66.1484967,Cataño,Restaurantes
The Ocean,(787) 395-1481,"92-94 Las Nereidas Ave, Cataño, 00962, Puerto Rico",18.4414548,-66.1219179,Cataño,Restaurantes
Fogón de goya,(787) 275-1754,"CVRF+QPX, Cataño, 00962, Puerto Rico",18.4418832,-66.1256227,Cataño,Restaurantes
Sabor Hipico,(787) 275-0101,"DD 7 ,Urb., Cll 28, Cataño, 00962, Puerto Rico",18.4303387,-66.1477048,Cataño,Restaurantes
Bocao’ & Sal,(939) 372-7456,"AVE. LOS CONQUISTADORES 150 BAHIA MARINA PLAZA, LOCAL 10-A, Cataño, 00962, Puerto Rico",18.4512595,-66.1424613,Cataño,Restaurantes
Don Nieves B.B.Q.,(787) 275-1745,"#25 Cll Principal #1, Catano, Cataño 00962, Puerto Rico",18.4298468,-66.1367705,Cataño,Restaurantes
Sullivan's BBQ,(787) 903-5665,"CVF4+787, Av. Flor del Valle, Catano, Cataño 00962, Puerto Rico",18.4231635,-66.14420489999999,Cataño,Restaurantes
El Punto Vegano,(787) 268-5202,"esq El Tren, 6 C. Wilson, Cataño, 00962, Puerto Rico",18.4412777,-66.11819679999999,Cataño,Restaurantes
La Fondita de Chefita,(787) 515-6080,"41 Cll Caparra, Cataño, 00962, Puerto Rico",18.4389245,-66.1205418,Cataño,Restaurantes
Pizzería Los Muchos,(939) 290-4221,"6 Cll Santa Rosa, Cataño, 00962, Puerto Rico",18.4418629,-66.1169001,Cataño,Restaurantes
La China,(787) 788-3968,"Plaza Marina Bahia, 150 Blvr. las Palmas, Cataño, 00962, Puerto Rico",18.4508503,-66.1427593,Cataño,Restaurantes
"JJ's Café, Bar & Restaurant",(787) 406-6754,"135 Barbosa Ave, Cataño, 00962, Puerto Rico",18.4408314,-66.1206854,Cataño,Restaurantes
Cremosos by Nisha,(787) 348-9607,"8 Calle 4, Cataño, 00962, Puerto Rico",18.4233416,-66.1466446,Cataño,Coffee Shops
Barra'e Café,(787) 294-9332,"168 Barbosa Ave, Cataño, 00962, Puerto Rico",18.4407181,-66.120493,Cataño,Coffee Shops
CaracolilloPR,,"Marina Bahia, Catano, Cataño 00962, Puerto Rico",18.4508087,-66.14227989999999,Cataño,Coffee Shops
Palmas café,(787) 636-9631,"CVF3+C5X, Cataño, 00962, Puerto Rico",18.4234805,-66.1469597,Cataño,Coffee Shops
Brunchealo Cafe & Bistro,(787) 234-6579,"150, PLAZA AVENIDA LOS CONQUISTADORES LOCAL 10-A, Catano, Cataño 00962, Puerto Rico",18.4512257,-66.14246,Cataño,Coffee Shops
Casilda Cocina Creativa & Sunset Rooftop,(787) 963-0494,"76 Las Nereidas Ave, Cataño, 00962, Puerto Rico",18.4413938,-66.1198035,Cataño,Coffee Shops
La Yola Cataño,,"2 Cll Recreo, Cataño, 00962, Puerto Rico",18.4446606,-66.113466,Cataño,Coffee Shops
"JJ's Café, Bar & Restaurant",(787) 406-6754,"135 Barbosa Ave, Cataño, 00962, Puerto Rico",18.4408314,-66.1206854,Cataño,Restaurantes
Alezia Bakery and Pastry Shop,(787) 920-4545,"Barbosa Ave CII, Cataño, 00962, Puerto Rico",18.4398085,-66.1230106,Cataño,Panaderías
Panadería y Pizzería Las Vegas,(787) 294-5355,"Av. Flor del Valle, Catano, Cataño 00962, Puerto Rico",18.4315095,-66.1453027,Cataño,Panaderías
Karina Bakery,(787) 788-6410,"0.9 PR-869, Cataño, 00962, Puerto Rico",18.4262073,-66.1481749,Cataño,Panaderías
Miami Bar,(305) 992-1477,"91 Barbosa Ave, Cataño, 00962, Puerto Rico",18.4418324,-66.117695,Cataño,Jangueo
Casilda Cocina Creativa & Sunset Rooftop,(787) 963-0494,"76 Las Nereidas Ave, Cataño, 00962, Puerto Rico",18.4413938,-66.1198035,Cataño,Jangueo
La Yola Cataño,,"2 Cll Recreo, Cataño, 00962, Puerto Rico",18.4446606,-66.113466,Cataño,Jangueo
4 Corner Sports Bar,,"Calle Destino Esquina Ampara 111 del, Catano, Cataño 00962, Puerto Rico",18.4388281,-66.1227669,Cataño,Jangueo
Shooters Billiards Bar and Grill,(787) 788-6190,"Marina Bahía Plaza, local #3, Cataño, 00962, Puerto Rico",18.4511185,-66.1426031,Cataño,Jangueo
Diana's Sport Bar,(787) 788-3566,"Barbosa, 85, esquina, Cll Santa Rosa, Catano, Cataño 00962, Puerto Rico",18.442078,-66.11729609999999,Cataño,Jangueo
Rustikal Burger Bar & Kitchen,(787) 936-3121,"44 C. Wilson, Catano, Cataño 00962, Puerto Rico",18.4392093,-66.1171513,Cataño,Jangueo
Aquí CBB,(787) 644-9532,"2 Calle Isidra Rodríguez, Cataño, 00962, Puerto Rico",18.4417164,-66.11904439999999,Cataño,Jangueo
"JJ's Café, Bar & Restaurant",(787) 406-6754,"135 Barbosa Ave, Cataño, 00962, Puerto Rico",18.4408314,-66.1206854,Cataño,Restaurantes
El Punto Sabroso,(787) 275-4038,"104 Barbosa Ave, Cataño, 00962, Puerto Rico",18.4424918,-66.11636419999999,Cataño,Jangueo
La Garita Waterfront Restaurant,(939) 276-3671,"130 Calle Manuel Enriquez, Toa Baja, 00949, Puerto Rico",18.4603996,-66.1458384,Cataño,Restaurantes
A la Leña Pizza,(787) 788-4242,"Urb Ind Las Solar 9, Cataño, 00963, Puerto Rico",18.4232901,-66.1461747,Cataño,Jangueo
Yoito Fun Food,(787) 565-9834,"Avenida Las Nereidas antes lado opuesto calle Este, CVVC+3WQ, Cataño, 00962, Puerto Rico",18.4427173,-66.1276531,Cataño,Food Trucks
Pedrona Food Truck,(787) 562-0515,"CARR 863, Pajaros, Toa Baja 00949, Puerto Rico",18.3935111,-66.2005472,Cataño,Food Trucks
Bollire Food Truck,(787) 383-6995,"Lado del Puente Tablado, cerca de la pirámide y cuartel de la policía, 888 Las Nereidas Ave, Cataño, 00962, Puerto Rico",18.4422222,-66.12676619999999,Cataño,Food Trucks
Kerepakupai Vená Food truck,(939) 327-9185,"Carr Puerto Rico 2 Km 3.9, San Juan, 00901, Puerto Rico",18.421583,-66.0987379,Cataño,Food Trucks
Cupey Food Truck Park,,"PR-176, antes calle Tejas, Ave Victor M Labiosa, San Juan, 00926, Puerto Rico",18.375297,-66.05441569999999,Cataño,Food Trucks
Los Trailers (Pop-up market & food),,"CR2W+33P, Calle de Barbosa, Bayamón, 00961, Puerto Rico",18.4002219,-66.15478159999999,Cataño,Food Trucks
Sabores Gourmet Criollo (Food Truck),(939) 900-1193,"CRWH+4G2, Levittown, Toa Baja 00949, Puerto Rico",18.445304,-66.1719884,Cataño,Food Trucks
Divine Bites Truck,(646) 836-4176,"99 Las Nereidas Ave, Cataño, 00962, Puerto Rico",18.4410607,-66.1234506,Cataño,Food Trucks
Leña Eh Food Truck,(787) 980-4612,"1006 PR-25, San Juan, 00901, Puerto Rico",18.4530985,-66.0785191,Cataño,Food Trucks
Pinchos Coqui jr.,(787) 240-1497,"Urb, Calle 19 esq Cll 12, Catano, Cataño 00962, Puerto Rico",18.4305344,-66.1480136,Cataño,Food Trucks
Food Truck Park,,"166 PR-199, Guaynabo, 00969, Puerto Rico",18.3610604,-66.11528609999999,Cataño,Food Trucks
Tripletas Tostadas,(787) 788-6676,"Calle 11 y3, Residencial Jardines de Cataño, Catano, Cataño 00962, Puerto Rico",18.4351361,-66.1491937,Cataño,Food Trucks
Food Trucks,,"C. Comercio, San Juan, 00902, Puerto Rico",18.4636504,-66.114226,Cataño,Food Trucks
Food truck el groovy,(787) 459-5104,"Entre calle CB y calle C2, Bayamón, 00959, Puerto Rico",18.397841,-66.16716559999999,Cataño,Food Trucks
Papas Locas,(787) 788-6676,"Calle Reverendo Domingo Marrero Navarro, Cataño, 00962, Puerto Rico",18.4351323,-66.1492044,Cataño,Food Trucks
Alezia Bakery and Pastry Shop,(787) 920-4545,"Barbosa Ave CII, Cataño, 00962, Puerto Rico",18.4398085,-66.1230106,Cataño,Postres
Ice Cream & Limbers Cataño,(939) 288-5381,"172 Barbosa Ave, Cataño, 00962, Puerto Rico",18.4406699,-66.1206699,Cataño,Postres
Ladelos - Cataño (Antes La Pastelillera),(787) 345-9300,"FF 20 Cll 28, Cataño, 00962, Puerto Rico",18.4302815,-66.1480566,Cataño,Postres
El Punto Sabroso,(787) 275-4038,"104 Barbosa Ave, Cataño, 00962, Puerto Rico",18.4424918,-66.11636419999999,Cataño,Postres
Cremosos by Nisha,(787) 348-9607,"8 Calle 4, Cataño, 00962, Puerto Rico",18.4233416,-66.1466446,Cataño,Postres
Empanadillas El Gordo,(787) 639-6557,"CVVC+48M, Las Nereidas Ave, Cataño, 00962, Puerto Rico",18.4428457,-66.1291925,Cataño,Postres
