nombre,telefono,direccion,latitud,longitud,municipio,categoria,subCategorias,activo,google_place_id_posible_match
Prestige Salon,(787) 688-2684,"1675 calle Capitan Correa, Bajos, Local #3, Ponce, 00730, Puerto Rico",18.0097235,-66.6194239,Ponce,Salones de Belleza,"Cuidado Capilar, Bienestar, Cabello",true,ChIJd_k0t5grHYwRpMhnXYOzJxY
JI Hair Studio,(787) 963-5183,"Calle Comercio Esquina Salud #88 Local #4, Ponce, 00730, Puerto Rico",18.0106687,-66.6114304,Ponce,Salones de Belleza,"Cuidado Capilar, Bienestar, Cabello",true,ChIJL0TNq4fVHIwRAHYIULztGrU
Genius Cuts,(787) 526-3119,"1581 Calle Capitan Correa, Ponce, 00717, Puerto Rico",18.0057406,-66.620706,Ponce,Salones de Belleza,"Cuidado Capilar, Bienestar",true,ChIJfcLW4XQqHYwRGqJbIQ-5PzQ
Brandi Barber Shop,(787) 543-8748,"Local B, Ponce, 00716, Puerto Rico",18.0096265,-66.5960285,Ponce,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJif-L6ufVHIwRDwzSNUAvV_o
Santurce La Barberia salón,(787) 312-4474,"312 Avenida José de Diego, San Juan, 00909, Puerto Rico",18.4474361,-66.0676249,San Juan,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJz--nNkpvA4wR9NQ0YK4M4g4
Gentleman's Barber Shop Bayamon Puerto Rico,(787) 366-7103,"20-34 Av. Aguas Buenas, Bayamón, 00959, Puerto Rico",18.3891068,-66.1469089,Bayamón,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJxYBXgiFqA4wRFFyznpKsyIQ
Cut N Shave by Xavier,(787) 610-2062,"21 Calle Mayor, Ponce, 00730, Puerto Rico",18.0120453,-66.6122106,Ponce,Salones de Belleza,"Cuidado Capilar, Bienestar",true,ChIJXc72TNbVHIwR88q1jTbWX5k
Barbería CalleLoiza,(787) 998-0060,"esq betances, 2058 C. Loíza, San Juan, 00911, Puerto Rico",18.4498189,-66.0518958,San Juan,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJozQDgzdvA4wR6VjuCvC6CK0
Final Touch Barber Shop,(787) 648-1268,"cc-1 Plaza 24 local #1, Bayamón, 00960, Puerto Rico",18.392224,-66.156584,Bayamón,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJQW0BXzxqA4wRGq0mJ6ZPnUg
Belac Barber Studio,(787) 242-9915,"PR-14 Esq, Cll Romaguera, Ponce, 00730, Puerto Rico",18.0185345,-66.6086493,Ponce,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJO9pEsITVHIwR_UPG8BMRpyc
Hernan Hair Design,(787) 259-3660,"Carretera Ramal 2 Edificio ThilletEs Espacio comercial#1, Ponce, 00728, Puerto Rico",18.0062617,-66.62728369999999,Ponce,Salones de Belleza,"Cuidado Capilar, Bienestar, Cabello",true,ChIJWwxM5KErHYwRWhLYPl7fZhw
Max Supercuts Barberia Unisex,(939) 460-3841,"66 Carr Mayor Cantera, Ponce, 00730, Puerto Rico",18.0197318,-66.6118662,Ponce,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJBZp6egDVHIwR9WWOg-1T0hI
MBS (Memo Barber Stylist),(787) 610-1115,"Urb santa teresita 4211, Ponce, 00730, Puerto Rico",18.0318412,-66.6052514,Ponce,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJ8YTc637VHIwRZ8D1l5WwyRk
Glass Barber Shop LXIV,(787) 934-5933,"Edificio 64, C. Comercio, Ponce, 00716, Puerto Rico",18.0103071,-66.6103388,Ponce,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJ55C6MYDVHIwRKX0D9JITDKY
Blessed Barbershop,(863) 348-5120,"296P+9X9, Ponce, 00733, Puerto Rico",18.0109063,-66.6125096,Ponce,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJrY6pJYnVHIwRS6L7cEIZTiM
Howard's Barber Shop,(939) 731-7050,"1041 Cll Picachos, Ponce, 00730, Puerto Rico",18.0403287,-66.5819308,Ponce,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJ5VwP1hnVHIwRZDEEHLEah24
B-Barber-Spot,(939) 222-1407,"8 Calle 25 de Enero, Ponce, 00730, Puerto Rico",18.0110398,-66.6221639,Ponce,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJcT7umLQrHYwRTS9946hUB7c
Pito urbans cuts,(787) 901-7764,"81-53, PR-503, Ponce, 00730, Puerto Rico",18.0204904,-66.6119423,Ponce,Salones de Belleza,"Cuidado Capilar, Bienestar",true,ChIJO1xwWYHVHIwRheUvTtEEEUU
Jerome's Barber Shop Unisex,(939) 732-2300,"#44 Cll Mendez Vigo, Ponce, 00730, Puerto Rico",18.0141195,-66.616079,Ponce,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJqfaha7vVHIwRMP3GjUCCuu0
Cris Hair Stylist,(787) 362-3004,"2341 Av. Eduardo Ruberte, Ponce, 00717, Puerto Rico",17.998495,-66.6324676,Ponce,Salones de Belleza,"Cuidado Capilar, Bienestar, Cabello",true,ChIJxa-uoBEqHYwRp1jxS-GSMvM
Barbería Peñolana,(787) 675-2939,"310 C. Luis Muñoz Rivera, Peñuelas, 00624, Puerto Rico",18.054693,-66.72159959999999,Peñuelas,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJ035c0JssHYwRJtkt7Hrmp8Q
Dynasty Puerto Rico,(787) 598-5243,"418 Av. 65 de Infantería, San Juan, 00926, Puerto Rico",18.3943143,-66.0364231,San Juan,Salones de Belleza,"Salon de Belleza, Cuidado Capilar, Bienestar",true,ChIJW5x2Sy1mA4wRdEKjCyVNgR4
Barbosa Barber Spot,(787) 974-7378,"Carr 14 #40, Coto Laurel, Ponce 00780, Puerto Rico",18.0492112,-66.5502226,Coto Laurel,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJc4WfZEnVHIwRnV4Z1bDkxqo
Don Barbero,(787) 908-8236,"Salida Expreso 77B, carr.#129 int. #492 Edif Subway, Arecibo, 00612, Puerto Rico",18.4505929,-66.7489562,Arecibo,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJzbpp73vnAowREYy0SbqPvwg
Diamond Cutz By Jero Barber,(787) 297-0731,"PR-506, Coto Laurel, Ponce 00780, Puerto Rico",18.0422563,-66.5508413,Coto Laurel,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJr1LzY77VHIwRyiBiAHxnJQA
Waco barbería,(787) 228-7632,"89 Cll Mendez Vigo, Ponce, 00730, Puerto Rico",18.0154944,-66.6165175,Ponce,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJEcOHAw3VHIwR0HqU92-clH0
Cebrero Barbershop 💈,(787) 597-1641,"61 Cll Rodolfo Gonzalez Int, Adjuntas, 00601, Puerto Rico",18.1650767,-66.7239955,Adjuntas,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJBdm6qtfTAowR8dNfkpP9xnQ
Barberia Morell Campos,(787) 366-6658,"Urb, 27 Cll Idilio, Ponce, 00730, Puerto Rico",18.0128613,-66.6329148,Ponce,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJx1W9mJMrHYwRfMDCF0AQhiM
The Barbershop,(787) 764-4477,"525 PR-23, San Juan, 00918, Puerto Rico",18.4233385,-66.07480149999999,San Juan,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJw879lMFoA4wREIPRYoEZs5U
Lefranc Salon de Beaute by Carmen L.,(787) 800-4958,"Cll Carlos Cartagena Local #4, Ponce, 00728, Puerto Rico",17.9993436,-66.6272939,Ponce,Salones de Belleza,"Cuidado Capilar, Cabello",true,ChIJl9IOLwArHYwR1YNReE8_TUg
NandielStudio,(787) 298-5926,"Bda Clausells, 35 C. 7, Ponce, 00731, Puerto Rico",18.0142892,-66.63073949999999,Ponce,Salones de Belleza,"Cuidado Capilar, Bienestar",true,ChIJLfo7DgYrHYwREWvw2kN1cOw
Barbería Stilo,(787) 601-6406,"296P+C9P 1727 By Pass, Ponce, 00733, Puerto Rico",18.0110768,-66.6140616,Ponce,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJuxF1DQDVHIwRxlDkd-dBP-4
Fresh Urban Cut,(939) 310-7398,"PR-506 km 0.2, Ponce, 00780, Puerto Rico",18.0446152,-66.5514748,Ponce,Salones de Belleza,"Cuidado Capilar, Bienestar",true,ChIJ-exOAZ7THIwR1vLwQFtXhsQ
Adam's Hair Stylistt,(787) 464-2487,"236 Calle Villa, Ponce, 00730, Puerto Rico",18.0104314,-66.62270339999999,Ponce,Salones de Belleza,"Cuidado Capilar, Bienestar, Cabello",true,ChIJrzCgJsArHYwRgUsSApVgZTk
Urbans Cuts,(787) 901-7764,"73 Calle Mayor, Ponce, 00730, Puerto Rico",18.0168156,-66.6128473,Ponce,Salones de Belleza,"Cuidado Capilar, Bienestar",true,ChIJQ7IciobVHIwRmfHiNSQvb0U
KR.BarberStudio,(787) 943-4980,"PR-123 KM 36.6, Adjuntas, 00601, Puerto Rico",18.1730558,-66.7339294,Adjuntas,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJSfS47UDTAowRxZRW_Wi2awU
Michael barber PR,(787) 702-1895,"1 PR-573, KM 11.6 Jacaguas, Juana Díaz, 00795, Juana Díaz 00975, Puerto Rico",18.0530813,-66.5276362,Jacaguas,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJFbtoxFnVHIwRV-bv8mf1o3A
KC Studio,(787) 709-2152,"23 Calle Matienzo Cintron, Yauco, 00698, Puerto Rico",18.0326188,-66.8495705,Yauco,Salones de Belleza,"Cuidado Capilar, Bienestar",true,ChIJydEbBzYyHYwRhWbMSclRcFU
Barberia Mi Barrio,(787) 601-7373,"#4 Calle Principal, Mercedita, Juana Díaz 00715, Puerto Rico",18.056788,-66.52840069999999,Mercedita,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJfxvTgavUHIwRJb9O-8keQG4
Ayala Barber Shop,(939) 638-5288,"617 Ave. Tito castro, Carr. 14 frente marginal frente Shopping, Ponce, 00730, Puerto Rico",18.0267049,-66.5989752,Ponce,Barberias,Cortes,true,ChIJsZkohejVHIwRZWb61x7Niag
Style Zone,(787) 279-4090,"QQ-24 C. 6A, Bayamón, 00957, Puerto Rico",18.3510421,-66.1880228,Bayamón,Salones de Belleza,"Cuidado Capilar, Bienestar",true,ChIJx6A8JMtBA4wRyeyiSjG3EUw
Vita Barber,(787) 669-6542,"#64, C. Comercio, Ponce, 00716, Puerto Rico",18.0103079,-66.6103163,Ponce,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJ55C6MYDVHIwRyLzOoZU_Cwo
Geño Barber Exprexx,(787) 901-7012,"PR-1 Interseccion 149, Potala Pastillo, Juana Díaz 00795, Puerto Rico",17.9955571,-66.4959208,Potala Pastillo,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJsyXXI03THIwRDKd_zd32HJ4
The Barbershop Hair Xchange,(787) 528-0279,"BL1 Ave. Las Cumbres, Cll 31, Bayamón, 00957, Puerto Rico",18.3659689,-66.1926309,Bayamón,Barberias,"Salon de Belleza, Cuidado Capilar, Bienestar, Tienda, Cortes",true,ChIJRTnSmitAA4wRMeIADv5O3xc
Vanity Salon,(787) 318-2204,"2CVX+R9W, Ponce, 00780, Puerto Rico",18.0412273,-66.5480701,Ponce,Spas,"Salon de Belleza, Cuidado Capilar, Bienestar, Spa",true,ChIJZ5F8X4TVHIwRklIFD9jWaJs
Asicalao Barbería,(939) 353-9035,"PR-180, Salinas, 00751, Puerto Rico",17.9816396,-66.290796,Salinas,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJe-ORMrbLHIwRqFl4xEkDox4
Barbería Cuco Style,(787) 218-1464,"Carretera 7-95, La Alianza, Arecibo 00688, Puerto Rico",18.4015182,-66.5941168,La Alianza,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJS8LOEK0hA4wRPpdxZ18_8TM
Peluqueria Per Capelli,(787) 837-5010,"777 PR-1, Mercedita, Juana Díaz 00795, Puerto Rico",17.9962251,-66.5010798,Mercedita,Spas,"Salon de Belleza, Cuidado Capilar, Bienestar, Spa, Tienda",true,ChIJlWoeph_THIwRU_3GNegpdic
Barberia 304,(787) 564-2305,"304 Av. Eleanor Roosevelt, San Juan, 00918, Puerto Rico",18.4193198,-66.0653811,San Juan,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJpwieSrJpA4wRlRwC63fScqE
Allende & Ariel's Barber Shop,(787) 943-0191,"AR-30 Av. Laurel, Bayamón, 00956, Puerto Rico",18.3658939,-66.1610198,Bayamón,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJ6TrRwuFBA4wRlo1UxOT-C3s
High Quality Barber Shop,(787) 673-0885,"99 PR-540 KM 0.5 NUM, Juana Díaz 00795, Puerto Rico",18.046497,-66.4561138,Río Cañas Arriba,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJ1cRRcQDTHIwRGGsJ63w8vG8
New Generation Barbershop,(787) 627-9480,"Porto Fino Plaza, PR-3, Salinas, 00751, Puerto Rico",17.9725318,-66.29071259999999,Salinas,Barberias,"Cuidado Capilar, Bienestar, Cortes",true,ChIJg-vk-7HLHIwRDPLfczms180
Aguas Termales de Coamo,(787) 825-6668,"Carr 546 km1.2, Coamo, 00769, Puerto Rico",18.0367134,-66.3733817,Coamo,Spas,"Bienestar, Spa",true,ChIJtU11fdPMHIwRADvAyXwK93s
Cloud Spa,(939) 204-0496,"103 de Diego Ave 5th floor, Gallery Plaza, San Juan, 00911, Puerto Rico",18.4517765,-66.063507,San Juan,Spas,"Salon de Belleza, Cuidado Capilar, Spa",true,ChIJc0mc43pvA4wR27p0nkd3Ptg
Nouvelle D'Spa - San Juan,(787) 783-9492,"701 Av. Andalucía, San Juan, 00920, Puerto Rico",18.4081031,-66.0758638,San Juan,Spas,Spa,true,ChIJD1fFKvJoA4wRchsHOiK8rlA
The Ritz Carlton Reserve SPA Botánico,(787) 278-7227,"100 Dorado Beach Drive, Dorado, 00646, Puerto Rico",18.4740826,-66.3027294,Dorado,Spas,Spa,true,ChIJJ_LoAYoTA4wRKe6uvdmFCfc
The Spa at Condado Vanderbilt,(787) 977-6710,"1055 Ashford Ave, San Juan, 00907, Puerto Rico",18.4587771,-66.0759399,San Juan,Spas,Spa,true,ChIJE_5y2jtvA4wRLA0HTDjfRII
Euforia Spa Center,(787) 289-0808,"1060 Ashford Ave, San Juan, 00907, Puerto Rico",18.4572111,-66.0749665,San Juan,Spas,Spa,true,ChIJkYwRljlvA4wR8zWTw-6GlS0
Nouvelle D'Spa,(787) 796-6200,"Plaza Dorada Shopping Center, Road 693, Dorado, 00646, Puerto Rico",18.4646208,-66.28227760000001,Dorado,Spas,Spa,true,ChIJidcWOocUA4wRpekJocw5lKA
Zen Spa Brisas,(787) 304-8433,"Royal Sonesta, 5961 Av. Isla Verde, Carolina, 00979, Puerto Rico",18.4440537,-66.0193586,Carolina,Spas,Spa,true,ChIJ5QG8-TllA4wReF_EEAWNB1g
Zen Spa,(787) 522-8433,"200 Convention Blvd, San Juan, 00907, Puerto Rico",18.4543265,-66.0901502,San Juan,Spas,"Salon de Belleza, Spa",true,ChIJA56XgjlvA4wRdt8n3ZXniB4
Soul Spa Wellness Center,(787) 497-0101,"Clínica Las Américas, 400 Avenida F.D. Roosevelt Suite 108, San Juan, 00936, Puerto Rico",18.420023,-66.0693939,San Juan,Gimnasios,"Salon de Belleza, Gimnasio General, Bienestar, Spa, Tienda",true,ChIJdR79XvRpA4wR_SeFAAXM88E
Well & Being Spa at Fairmont El San Juan Hotel,(866) 824-8238,"6063 Av. Isla Verde, Carolina, 00979, Puerto Rico",18.443794,-66.017757,Carolina,Spas,"Salon de Belleza, Cuidado Capilar, Bienestar, Spa, Tienda",true,ChIJX8E0etlnA4wRAPE1I2Z6kjs
Ocean Pearl Wellness & Spa,(787) 333-6748,"1760 Av. Manuel Fernández Juncos, San Juan, 00909, Puerto Rico",18.440772,-66.0633,San Juan,Spas,"Spa, Wellness",true,ChIJ94lMZilpZ2wRK4aYq6ZvGeU
Divine Spa,(787) 284-0800,"Condominio Alcázar Boulevar Miguel A Pou Calle Alcázar Ponce PR 00716, Ponce, 00716, Puerto Rico",18.013053,-66.60405399999999,Ponce,Spas,Spa,true,ChIJ84RKnprVHIwR3mgUjxup9Do
Indira spa,(787) 624-0870,"1482 Av. Tito Castro, Ponce, 00716, Puerto Rico",18.0379255,-66.58365549999999,Ponce,Spas,Spa,true,ChIJBbfoOgDVHIwR3qlXzzOk410
Spa en Ponce / D'Massage by Adara Miquel,(787) 364-6308,"1150 Av. Caribe, Ponce, 00716, Puerto Rico",17.971526,-66.6016332,Ponce,Spas,"Spa, Masajes",true,ChIJhwT0zkPXHIwRxp_tEplfryo
Zen Spa Oceano at Caribe Hilton,(787) 721-8433,"1 C. San Gerónimo, San Juan, 00901, Puerto Rico",18.4643386,-66.0868309,San Juan,Spas,"Salon de Belleza, Cuidado Capilar, Spa",true,ChIJtWbOFKxvA4wRe5zjmWQ-5qw
Copamarina Beach Resort & Spa,(787) 821-0505,"PR-333 Km 6.5, Guánica, 00653, Puerto Rico",17.9532179,-66.87964699999999,Guánica,Spas,"Spa, Tienda",true,ChIJjZ-uUtpOA4wRC3eAHm0miT4
Aqua Colon Spa,(787) 412-3338,"2956 Av. Emilio Fagot, Ponce, 00717, Puerto Rico",18.0056645,-66.6042092,Ponce,Spas,Spa,true,ChIJR5gEQpLVHIwR3ucSnVnSuHU
Zen Spa San Patricio,(787) 781-8433,"B2 Tabonuco Street, Town Center, Av. San Patricio Local 1800, Guaynabo, 00968, Puerto Rico",18.4050803,-66.1063861,Guaynabo,Spas,Spa,true,ChIJI4y2GQFpA4wRIBP_Zlx_jqU
Serenity Head Spa,(939) 457-9649,"Legacy Office Park, tercer piso, suite 303, Coto Laurel, Ponce 00795, Puerto Rico",18.0423475,-66.5508071,Coto Laurel,Spas,Spa,true,ChIJKXBNqjbVHIwRvQlc2TMfKDg
Nouvelle D'Spa Boutique,(787) 759-2935,"1000 Suite 228, The Mall of San Juan Blvd, San Juan, 00924, Puerto Rico",18.411827,-66.024872,San Juan,Spas,Spa,true,ChIJkVJyBT9mA4wRKd4kMSVgIiI
Browfox Ponce,(787) 566-7573,"2937 Av. Emilio Fagot, Ponce, 00716, Puerto Rico",18.0149462,-66.600465,Ponce,Spas,"Salon de Belleza, Cuidado Capilar, Bienestar, Spa",true,ChIJ6TvcTMXTHIwRR5MrsW8ua84
Esencia Spa By Grace,(939) 425-2137,"345 Bo km 1.6, Hormigueros, 00660, Puerto Rico",18.1350571,-67.11571409999999,Hormigueros,Spas,Spa,true,ChIJbRPe-HGzAowRtWPwVwe4rSM
Sohest Spa,(787) 925-6499,"PR-144 k.m. 2.8, Jayuya, 00664, Puerto Rico",18.2198567,-66.6139968,Jayuya,Spas,Spa,true,ChIJhX3NTNkpA4wRCQgyOg91N6U
Sole y Luna Spa & Wellness Center,(939) 429-4772,"Hato Abajo, Arecibo, 00612, Puerto Rico",18.4617335,-66.76611439999999,Arecibo,Spas,"Spa, Wellness",true,ChIJyVAmenTnAowRl-8W48XUy4Y
MarColley Spa & Salón,(787) 841-0007,"1066 Cll Ensueño, Ponce, 00717, Puerto Rico",18.0085106,-66.5990546,Ponce,Spas,Spa,true,ChIJPRtUz5bVHIwRNwVgomT3nuo
Renova Spa,(787) 632-5089,"A 94, Manatí, 00674, Puerto Rico",18.4381225,-66.4428217,Manatí,Spas,General,true,ChIJ2dslkb8ZA4wRP4VpH-sBWS8
Ikigai Wellness SPA,(787) 216-0660,"Carr 140, Sector Cruce Davila, Km 64.3, C. Marginal Local 2, Barceloneta, 00617, Puerto Rico",18.4325824,-66.56404359999999,Barceloneta,Spas,"Bienestar, Wellness",true,ChIJhzCPx_AfA4wR7QmTVPLgwlQ
ESSENZE SPA,(787) 245-8562,"Puerto Rico 454 km. 4.6, Lares, 00669, Puerto Rico",18.3373084,-66.84706659999999,Lares,Spas,Spa,true,ChIJVV9TvvHFAowRaIWn_Oe6t8k
Zāin Skin Clinic,(939) 222-8519,"COND. SAN VICENTE, Piso 2, Suite 214, Ponce, 00717, Puerto Rico",18.009037,-66.6146062,Ponce,Spas,"Salon de Belleza, Cuidado Capilar, Spa, Faciales",true,ChIJF3S4knnVHIwRKbqvqIc6mSE
Nat Spa & Wellness Center,(787) 858-0831,"56 C. Ramon E Betances, Vega Baja, 00693, Puerto Rico",18.4448758,-66.3891149,Vega Baja,Spas,"Spa, Wellness",true,ChIJs3asWAAXA4wRnYLlhMskfUQ
Casa Grande Mountain Retreat (for adults 18yrs+),(787) 702-3156,"Carretera 612 Km. 0.3, Barrio, Utuado 00641, Puerto Rico",18.2841987,-66.6415621,Caonillas Abajo,Spas,Bienestar,true,ChIJdeQuYfXYAowRs-Ck1E36AvM
Glamroom Lash and Brow Studio,(939) 201-8002,"2918 Av. Emilio Fagot, Ponce, 00716, Puerto Rico",18.0138921,-66.6003288,Ponce,Spas,Spa,true,ChIJb_x-IprVHIwR0KW_UexuBYA
Beautiful Body Esthetic & Spa Caguas,(787) 786-1001,"Grand Boulevard Los Prados, Caguas, 00727, Puerto Rico",18.2360663,-66.0588066,Caguas,Spas,Spa,true,ChIJlees88VEA4wRSarI6I0KqGU
Jk Esthetic Spa,(939) 254-8751,"1246-1298 Av. Muñoz Rivera, Ponce, 00717, Puerto Rico",18.0016284,-66.6209174,Ponce,Spas,General,true,ChIJzdOX5xQrHYwRxl-F_WKym_8
Deja Vu by Yomari,(787) 394-9603,"PR-506 Km .07, Coto Laurel, Ponce 00780, Puerto Rico",18.0422937,-66.55083379999999,Coto Laurel,Spas,"Salon de Belleza, Cuidado Capilar, Bienestar, Spa",true,ChIJMcomXifVHIwRbG4OLwRe3Js
L ' AnnMar Esthetic Wellness Spa,(787) 973-0979,"1975 PR-163, Ponce, 00728, Puerto Rico",18.0049175,-66.6293103,Ponce,Spas,"Spa, Wellness",true,ChIJx6k1twErHYwR9oRl-nenMEM
Majestic Beauty & Spa,(787) 267-2411,"Centro Profesional del Sur, sector, Yauco, 00698, Puerto Rico",18.0192582,-66.8732862,Yauco,Spas,"Salon de Belleza, Spa",true,ChIJV0WZLyUyHYwRMwvceOYGto8
Beautiful Body Esthetic & Spa,(787) 786-1001,"Calle Betances, Bayamón, 00961, Puerto Rico",18.3971561,-66.1662097,Bayamón,Spas,Spa,true,ChIJfdzY5CZqA4wRhmv4PqaHVtg
Healing Hands Aesthetics,(787) 601-4971,"Bda, 59 Calle Ernestina Torres, Ponce, 00730, Puerto Rico",18.0253291,-66.6134857,Ponce,Esteticas,Faciales,true,ChIJubKd9szVHIwRxLCjg9vDKJU
Bela Esthetic,(787) 400-9883,"2656 Las Américas Ave, Ponce, 00730, Puerto Rico",18.0041927,-66.60217949999999,Ponce,Spas,Spa,true,ChIJs1bbPSbVHIwR1w4pQlmKbgc
LAO WELLNESS SPA,(787) 667-0687,"Calle Ferrocarril &, 294J+PV9, C. James McManus, Ponce, 00717, Puerto Rico",18.006782,-66.6177541,Ponce,Spas,"Salon de Belleza, Wellness",true,ChIJz_sDbQArHYwR2MfNlqeUVDs
LaVie Esthetic & Spa,(787) 527-7509,"1486 Av. Tito Castro, Ponce, 00716, Puerto Rico",18.0380967,-66.58343339999999,Ponce,Spas,General,true,ChIJZ-VqRrfVHIwRrJrJjx5_2hY
Aquarius Head Spa & Esthetic,(787) 341-7543,"5 PR-14 Local G, Juana Díaz, 00795, Puerto Rico",18.0524354,-66.5130422,Juana Díaz,Spas,General,true,ChIJU6QRMdnTHIwRCa5YcDKGoC8
Beautiful Body Esthetic & Spa,(787) 786-1001,"7007, PR-693, Dorado, 00646, Puerto Rico",18.4224275,-66.2674772,Dorado,Spas,Spa,true,ChIJR1LKzB0VA4wRbddyn1-WWNk
Sherie Diaz Spa,(787) 793-6344,"1268 Cll 54 SE, San Juan, 00921, Puerto Rico",18.3938318,-66.0803901,San Juan,Spas,Spa,true,ChIJozP1dVpoA4wR6dmQF0quvV8
MEDCLINIC LA EVOLUCIÓN DE LA ESTÉTICA,(787) 966-6754,"Calle Carmelo Martinez 128 Mayaguez PR 00681 2190 Ponce by pass Ponce 00716, Mayaguez, Ponce 00681, Puerto Rico",17.9953715,-66.61653319999999,Mayaguez,Spas,"Salon de Belleza, Spa, Tienda",true,ChIJXbP4LumzAowRgN_hNuXrGIk
Alquimia Med Spa,(939) 731-3322,"Alquimia Med Spa, El Monte Plaza, 2703 Cll El Monte Suite A5, Ponce, 00716, Puerto Rico",18.0402513,-66.5786193,Ponce,Spas,"Salon de Belleza, Cuidado Capilar, Bienestar, Spa",true,ChIJ-9UpPlfVHIwR657kJSWC_L0
"I care, relax... LLC (Estudio de masaje terapéutico)",(787) 612-0762,"108, L-1 C. Unión, Ponce, 00730, Puerto Rico",18.0142039,-66.6149143,Ponce,Spas,"Masajes, Wellness",true,ChIJ4cJOLyTVHIwR3qklK1mK2KE
Unika Holistic Spa,(939) 397-9462,"PR-618 kilómetro 7.5, Corozal, 00783, Puerto Rico",18.2987378,-66.35840209999999,Corozal,Spas,General,true,ChIJA0Z4CxE7A4wRhpQ-O4Cfjbg
Belladonna Medical Wellness Vega Baja,(787) 533-7520,"Vega Baja, 00693, Puerto Rico",18.4413771,-66.4271213,Vega Baja,Spas,"Bienestar, Spa, Wellness",true,ChIJp3WOp4AXA4wRttqCcUn-BLI
Royal Isabela,(787) 609-5888,"F2V6+9V, 396 Avenida Noel Estrada, Isabela, 00662, Puerto Rico",18.4860476,-66.990448,Isabela,Spas,General,true,ChIJT2J1Ia7qAowRme5oxcJxbLs
The Science of Beauty,(787) 329-1056,"75 C. Cristina Local 3, Ponce, 00716, Puerto Rico",18.0117812,-66.6130173,Ponce,Spas,"Bienestar, Spa",true,ChIJW7fZisjVHIwRECzRYCMItII
Elemara Spa and Salon,(787) 977-3392,"1077 Ashford Ave Suite Tower, San Juan, 00907, Puerto Rico",18.4571525,-66.0733963,San Juan,Spas,Spa,true,ChIJq6XhVp5vA4wRAvvVq2XHZ4s
Aposentos Spa Retreats,(939) 644-1298,"PR-2 Km 111.5, Isabela 00662, Puerto Rico",18.4706681,-67.021498,Arenales Bajos,Spas,Spa,true,ChIJtQJiRuC_AowRrWEs1CqzAGM
ChiSpa Massage & Bodyworks Studio,(787) 465-0819,"153 A Marginal Fortuna 2nd Floor, Luquillo, 00773, Puerto Rico",18.3795004,-65.74366309999999,Luquillo,Spas,"Spa, Masajes",true,ChIJ0frhq0iZBIwREH6urKyBsMg
Mandara Spa,(787) 888-6285,"6000 Blvd. Río Mar, Río Grande, 00745, Puerto Rico",18.3884087,-65.7559634,Río Grande,Spas,Spa,true,ChIJQdDydk6ZBIwRZM9WG9_BqD0
Le Cute Princess Spa,(787) 220-0841,"Km 112.2, Isabela, 00662, Puerto Rico",18.4692978,-67.0282046,Isabela,Spas,Spa,true,ChIJcWkp9s6_AowRq5RmCz51r5I
Anam Spa and Cocktail Lounge,(939) 416-9037,"259 Calle del Cristo, San Juan, 00901, Puerto Rico",18.4640339,-66.1176171,San Juan,Spas,Spa,true,ChIJ4bDpfcduA4wR7-q81FGWPAo
Nuovo Corpo Talaso Spa,(939) 337-1212,"1018 Ashford Avenue Condado Astor Third Floor, Suite 3A-9 and 3A-8, San Juan, 00907, Puerto Rico",18.4587901,-66.0773957,San Juan,Spas,"Salon de Belleza, Bienestar, Spa, Tienda",true,ChIJszJc99ZvA4wRIm_FIW8A-sc
