place_id,nombre,telefono,direccion,municipio,latitud,longitud,categoria_principal,categorias_detectadas_busqueda,subcategorias_sugeridas,business_status,google_types
ChIJkwFTDMbVHIwRKdQNqGg5jcs,BVMedAesthetic.Salon.Spa,(787) 484-4095,"Bella Vista, #10 Calle Nube, Ponce, 00716, Puerto Rico",Ponce,18.023297,-66.59876609999999,Spas,Salones de Belleza|Spas|Esteticas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJ9zTWkHLnAowR1M79GZXUWcI,Blue Angel Salon,(787) 878-3727,"F772+H5G, Arecibo, 00612, Puerto Rico",Arecibo,18.463925,-66.7495589,Salones de Belleza,Salones de Belleza,Salon de Belleza|Cabello,OPERATIONAL,beauty_salon|establishment|point_of_interest
ChIJQ4xuEQ4qHYwRdgxDw_lDfoA,Hairstudio by Agustín,(787) 844-6305,"Ponce Mall, Ponce, 00731, Puerto Rico",Ponce,17.9984709,-66.628502,Salones de Belleza,Salones de Belleza|Barberias,Cuidado Capilar|Bienestar|Cabello,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJJckVYGpbA4wRcCVj12ELM1c,Coach D Bellezza Salon,(787) 961-6665,"H-25 Av. Pino, Caguas, 00725, Puerto Rico",Caguas,18.2180692,-66.0452561,Salones de Belleza,Salones de Belleza,Salon de Belleza|Cabello,OPERATIONAL,beauty_salon|establishment|point_of_interest
ChIJ1eOWSJsUA4wR2ZVklkDmdaI,Elsas Salon Spa,(787) 640-5850,"Classic Court Shopping Center, 410 PR-693 local 4, Dorado, 00646, Puerto Rico",Dorado,18.4653079,-66.2752088,Spas,Salones de Belleza,Salon de Belleza|Spa,OPERATIONAL,beauty_salon|establishment|point_of_interest|spa
ChIJ0cmbHiLTHIwREeGjeICEUPg,AFD Salon & Nailbar by Shio,(787) 326-5973,"Estancias de Juana Diaz Bo. Amuelas #1, Juana Díaz, 00795, Puerto Rico",Juana Díaz,18.0308654,-66.4950796,Salones de Belleza,Salones de Belleza,Cuidado Capilar|Unas|Cabello,OPERATIONAL,establishment|hair_care|point_of_interest
ChIJz_cT2A0qHYwROES6j5n0oE8,Only For Men,(787) 843-8544,"4009 Cll Carlos Cartagena, Ponce, 00717, Puerto Rico",Ponce,17.9993412,-66.6274536,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJGx1lKwwqHYwRZ5tjt2A8PJY,Bengie Men's Hair Stylist,(787) 447-9035,"X9XF+QCF, Ponce, 00717, Puerto Rico",Ponce,17.9994343,-66.6264406,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar|Cabello,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJw1a7UgArHYwRt3FwRgStFhw,Meyson Luxe Barber Studio,(787) 987-8779,"Coliseo Shopping Center, Local 107, Ponce, 00728, Puerto Rico",Ponce,18.0008337,-66.6342494,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJ-zVLZX7VHIwRJ1U-6HCLpMI,Barberia Estilo Bless You,(787) 310-0033,"PR-503, 502 Com Ext el Yeso, Ponce, 00730, Puerto Rico",Ponce,18.0305112,-66.6153688,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJk-iMV0EqHYwRGtL4SMbIAf4,Barberia JC's Style,(787) 662-0990,"407 Ave Principal N, Ponce, 00728, Puerto Rico",Ponce,18.0127091,-66.6470255,Barberias,Barberias,Cuidado Capilar|Cortes,OPERATIONAL,establishment|hair_care|point_of_interest
ChIJc4ZaqkEqHYwRqrzWmuMelQc,House of Style,(787) 607-8732,"110 Calle 19, Ponce, 00728, Puerto Rico",Ponce,18.0099595,-66.6442979,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJ9Uy5GOIrHYwRxtOGCvn5yL8,Barber House,(939) 644-1678,"634 Cll Coto Canas, Ponce, 00717, Puerto Rico",Ponce,18.009632,-66.624352,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJx3McrybVHIwRh8WrlaiA0lU,Barbería Rey,(787) 444-8894,"1635 P.º La Colonia, Ponce, 00717, Puerto Rico",Ponce,18.0053409,-66.5960984,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJq7nPPiTVHIwRMm1zAG6kP-E,Mr. B,(939) 384-9636,"Bda, 3245 Calle la Cruz, Ponce, 00717, Puerto Rico",Ponce,18.0062417,-66.6104459,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJf8Ixx14rHYwRZWnx8X4RPHQ,Who's Next Barber Shop,(939) 969-9887,"37 Cll Mendez Vigo, Ponce, 00730, Puerto Rico",Ponce,18.0113449,-66.6156031,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJhcfKNikqHYwRj_P66p1wGnk,Pipo's Xpert Cuts,(939) 261-2156,"3048 calle Rafael Martinez Nadal Esquina, C. 4, Ponce, 00728, Puerto Rico",Ponce,17.9903196,-66.6573518,Salones de Belleza,Barberias,Salon de Belleza|Cuidado Capilar|Bienestar,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest
ChIJ9SCa_XQrHYwRGJ0dxukmJrw,Golden Crown Barber Shop,(787) 259-4279,"1233 Av. Muñoz Rivera, Ponce, 00717, Puerto Rico",Ponce,18.0001377,-66.6210907,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJ08HgMCZvA4wRn9wGvHzlNGE,Mr Barbero Barber Shop,(787) 526-7910,"957 Av. Manuel Fernández Juncos, San Juan, 00907, Puerto Rico",San Juan,18.4515753,-66.08062869999999,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJdWtTIojVHIwR0zepe0-JKDg,Barberia Waco,(787) 843-0307,"57 Simon de la Torre, Ponce, 00730, Puerto Rico",Ponce,18.0130797,-66.617092,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJw8Hhur0rHYwRCaFCsNDW8dU,THE BARBER OF CHANGE,(787) 601-5417,"28QV+F6C, Calle 11, Ponce, 00728, Puerto Rico",Ponce,18.0386902,-66.65697469999999,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJj8xUzIMrHYwROgMws0kBns4,High Class Barbershop,(939) 217-0142,"9 Av. Roosevelt, Ponce, 00728, Puerto Rico",Ponce,18.0082618,-66.62901219999999,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJvyDABucrHYwRExvwLBa3YB4,Jaimito Barber,(939) 209-1681,"1617 PR-578, Ponce, 00731, Puerto Rico",Ponce,18.0073074,-66.5910559,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJDxqx0YUtHYwRO8xa-0SKk38,Pueblito Barber Shop,(787) 228-1140,"HC3 Box.13261 Bo. Encarnacion Sec. El Pueblito, Peñuelas 00624, Puerto Rico",Encarnación,17.9985883,-66.7214868,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJd_k0t5grHYwRpMhnXYOzJxY,Prestige Salon,(787) 688-2684,"1675 calle Capitan Correa, Bajos, Local #3, Ponce, 00730, Puerto Rico",Ponce,18.0097235,-66.6194239,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar|Cabello,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJL0TNq4fVHIwRAHYIULztGrU,JI Hair Studio,(787) 963-5183,"Calle Comercio Esquina Salud #88 Local #4, Ponce, 00730, Puerto Rico",Ponce,18.0106687,-66.6114304,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar|Cabello,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJfcLW4XQqHYwRGqJbIQ-5PzQ,Genius Cuts,(787) 526-3119,"1581 Calle Capitan Correa, Ponce, 00717, Puerto Rico",Ponce,18.0057406,-66.620706,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJif-L6ufVHIwRDwzSNUAvV_o,Brandi Barber Shop,(787) 543-8748,"Local B, Ponce, 00716, Puerto Rico",Ponce,18.0096265,-66.5960285,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJz--nNkpvA4wR9NQ0YK4M4g4,Santurce La Barberia salón,(787) 312-4474,"312 Avenida José de Diego, San Juan, 00909, Puerto Rico",San Juan,18.4474361,-66.0676249,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJxYBXgiFqA4wRFFyznpKsyIQ,Gentleman's Barber Shop Bayamon Puerto Rico,(787) 366-7103,"20-34 Av. Aguas Buenas, Bayamón, 00959, Puerto Rico",Bayamón,18.3891068,-66.1469089,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJXc72TNbVHIwR88q1jTbWX5k,Cut N Shave by Xavier,(787) 610-2062,"21 Calle Mayor, Ponce, 00730, Puerto Rico",Ponce,18.0120453,-66.6122106,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJozQDgzdvA4wR6VjuCvC6CK0,Barbería CalleLoiza,(787) 998-0060,"esq betances, 2058 C. Loíza, San Juan, 00911, Puerto Rico",San Juan,18.4498189,-66.0518958,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJQW0BXzxqA4wRGq0mJ6ZPnUg,Final Touch Barber Shop,(787) 648-1268,"cc-1 Plaza 24 local #1, Bayamón, 00960, Puerto Rico",Bayamón,18.392224,-66.156584,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJO9pEsITVHIwR_UPG8BMRpyc,Belac Barber Studio,(787) 242-9915,"PR-14 Esq, Cll Romaguera, Ponce, 00730, Puerto Rico",Ponce,18.0185345,-66.6086493,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJWwxM5KErHYwRWhLYPl7fZhw,Hernan Hair Design,(787) 259-3660,"Carretera Ramal 2 Edificio ThilletEs Espacio comercial#1, Ponce, 00728, Puerto Rico",Ponce,18.0062617,-66.62728369999999,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar|Cabello,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJBZp6egDVHIwR9WWOg-1T0hI,Max Supercuts Barberia Unisex,(939) 460-3841,"66 Carr Mayor Cantera, Ponce, 00730, Puerto Rico",Ponce,18.0197318,-66.6118662,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJ8YTc637VHIwRZ8D1l5WwyRk,MBS (Memo Barber Stylist),(787) 610-1115,"Urb santa teresita 4211, Ponce, 00730, Puerto Rico",Ponce,18.0318412,-66.6052514,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJ55C6MYDVHIwRKX0D9JITDKY,Glass Barber Shop LXIV,(787) 934-5933,"Edificio 64, C. Comercio, Ponce, 00716, Puerto Rico",Ponce,18.0103071,-66.6103388,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJrY6pJYnVHIwRS6L7cEIZTiM,Blessed Barbershop,(863) 348-5120,"296P+9X9, Ponce, 00733, Puerto Rico",Ponce,18.0109063,-66.6125096,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJ5VwP1hnVHIwRZDEEHLEah24,Howard's Barber Shop,(939) 731-7050,"1041 Cll Picachos, Ponce, 00730, Puerto Rico",Ponce,18.0403287,-66.5819308,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJcT7umLQrHYwRTS9946hUB7c,B-Barber-Spot,(939) 222-1407,"8 Calle 25 de Enero, Ponce, 00730, Puerto Rico",Ponce,18.0110398,-66.6221639,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJO1xwWYHVHIwRheUvTtEEEUU,Pito urbans cuts,(787) 901-7764,"81-53, PR-503, Ponce, 00730, Puerto Rico",Ponce,18.0204904,-66.6119423,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJqfaha7vVHIwRMP3GjUCCuu0,Jerome's Barber Shop Unisex,(939) 732-2300,"#44 Cll Mendez Vigo, Ponce, 00730, Puerto Rico",Ponce,18.0141195,-66.616079,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJxa-uoBEqHYwRp1jxS-GSMvM,Cris Hair Stylist,(787) 362-3004,"2341 Av. Eduardo Ruberte, Ponce, 00717, Puerto Rico",Ponce,17.998495,-66.6324676,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar|Cabello,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJ035c0JssHYwRJtkt7Hrmp8Q,Barbería Peñolana,(787) 675-2939,"310 C. Luis Muñoz Rivera, Peñuelas, 00624, Puerto Rico",Peñuelas,18.054693,-66.72159959999999,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJW5x2Sy1mA4wRdEKjCyVNgR4,Dynasty Puerto Rico,(787) 598-5243,"418 Av. 65 de Infantería, San Juan, 00926, Puerto Rico",San Juan,18.3943143,-66.0364231,Salones de Belleza,Barberias,Salon de Belleza|Cuidado Capilar|Bienestar,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest
ChIJc4WfZEnVHIwRnV4Z1bDkxqo,Barbosa Barber Spot,(787) 974-7378,"Carr 14 #40, Coto Laurel, Ponce 00780, Puerto Rico",Coto Laurel,18.0492112,-66.5502226,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJzbpp73vnAowREYy0SbqPvwg,Don Barbero,(787) 908-8236,"Salida Expreso 77B, carr.#129 int. #492 Edif Subway, Arecibo, 00612, Puerto Rico",Arecibo,18.4505929,-66.7489562,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJr1LzY77VHIwRyiBiAHxnJQA,Diamond Cutz By Jero Barber,(787) 297-0731,"PR-506, Coto Laurel, Ponce 00780, Puerto Rico",Coto Laurel,18.0422563,-66.5508413,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJEcOHAw3VHIwR0HqU92-clH0,Waco barbería,(787) 228-7632,"89 Cll Mendez Vigo, Ponce, 00730, Puerto Rico",Ponce,18.0154944,-66.6165175,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJBdm6qtfTAowR8dNfkpP9xnQ,Cebrero Barbershop 💈,(787) 597-1641,"61 Cll Rodolfo Gonzalez Int, Adjuntas, 00601, Puerto Rico",Adjuntas,18.1650767,-66.7239955,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJx1W9mJMrHYwRfMDCF0AQhiM,Barberia Morell Campos,(787) 366-6658,"Urb, 27 Cll Idilio, Ponce, 00730, Puerto Rico",Ponce,18.0128613,-66.6329148,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJw879lMFoA4wREIPRYoEZs5U,The Barbershop,(787) 764-4477,"525 PR-23, San Juan, 00918, Puerto Rico",San Juan,18.4233385,-66.07480149999999,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJl9IOLwArHYwR1YNReE8_TUg,Lefranc Salon de Beaute by Carmen L.,(787) 800-4958,"Cll Carlos Cartagena Local #4, Ponce, 00728, Puerto Rico",Ponce,17.9993436,-66.6272939,Salones de Belleza,Barberias,Cuidado Capilar|Cabello,OPERATIONAL,establishment|hair_care|point_of_interest
ChIJLfo7DgYrHYwREWvw2kN1cOw,NandielStudio,(787) 298-5926,"Bda Clausells, 35 C. 7, Ponce, 00731, Puerto Rico",Ponce,18.0142892,-66.63073949999999,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJuxF1DQDVHIwRxlDkd-dBP-4,Barbería Stilo,(787) 601-6406,"296P+C9P 1727 By Pass, Ponce, 00733, Puerto Rico",Ponce,18.0110768,-66.6140616,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJ-exOAZ7THIwR1vLwQFtXhsQ,Fresh Urban Cut,(939) 310-7398,"PR-506 km 0.2, Ponce, 00780, Puerto Rico",Ponce,18.0446152,-66.5514748,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJrzCgJsArHYwRgUsSApVgZTk,Adam's Hair Stylistt,(787) 464-2487,"236 Calle Villa, Ponce, 00730, Puerto Rico",Ponce,18.0104314,-66.62270339999999,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar|Cabello,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJQ7IciobVHIwRmfHiNSQvb0U,Urbans Cuts,(787) 901-7764,"73 Calle Mayor, Ponce, 00730, Puerto Rico",Ponce,18.0168156,-66.6128473,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJSfS47UDTAowRxZRW_Wi2awU,KR.BarberStudio,(787) 943-4980,"PR-123 KM 36.6, Adjuntas, 00601, Puerto Rico",Adjuntas,18.1730558,-66.7339294,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJFbtoxFnVHIwRV-bv8mf1o3A,Michael barber PR,(787) 702-1895,"1 PR-573, KM 11.6 Jacaguas, Juana Díaz, 00795, Juana Díaz 00975, Puerto Rico",Jacaguas,18.0530813,-66.5276362,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJydEbBzYyHYwRhWbMSclRcFU,KC Studio,(787) 709-2152,"23 Calle Matienzo Cintron, Yauco, 00698, Puerto Rico",Yauco,18.0326188,-66.8495705,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJfxvTgavUHIwRJb9O-8keQG4,Barberia Mi Barrio,(787) 601-7373,"#4 Calle Principal, Mercedita, Juana Díaz 00715, Puerto Rico",Mercedita,18.056788,-66.52840069999999,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJsZkohejVHIwRZWb61x7Niag,Ayala Barber Shop,(939) 638-5288,"617 Ave. Tito castro, Carr. 14 frente marginal frente Shopping, Ponce, 00730, Puerto Rico",Ponce,18.0267049,-66.5989752,Barberias,Barberias,Cortes,OPERATIONAL,establishment|point_of_interest
ChIJx6A8JMtBA4wRyeyiSjG3EUw,Style Zone,(787) 279-4090,"QQ-24 C. 6A, Bayamón, 00957, Puerto Rico",Bayamón,18.3510421,-66.1880228,Salones de Belleza,Barberias,Cuidado Capilar|Bienestar,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJ55C6MYDVHIwRyLzOoZU_Cwo,Vita Barber,(787) 669-6542,"#64, C. Comercio, Ponce, 00716, Puerto Rico",Ponce,18.0103079,-66.6103163,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJsyXXI03THIwRDKd_zd32HJ4,Geño Barber Exprexx,(787) 901-7012,"PR-1 Interseccion 149, Potala Pastillo, Juana Díaz 00795, Puerto Rico",Potala Pastillo,17.9955571,-66.4959208,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJRTnSmitAA4wRMeIADv5O3xc,The Barbershop Hair Xchange,(787) 528-0279,"BL1 Ave. Las Cumbres, Cll 31, Bayamón, 00957, Puerto Rico",Bayamón,18.3659689,-66.1926309,Barberias,Barberias,Salon de Belleza|Cuidado Capilar|Bienestar|Tienda|Cortes,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest|store
ChIJZ5F8X4TVHIwRklIFD9jWaJs,Vanity Salon,(787) 318-2204,"2CVX+R9W, Ponce, 00780, Puerto Rico",Ponce,18.0412273,-66.5480701,Spas,Barberias,Salon de Belleza|Cuidado Capilar|Bienestar|Spa,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest|spa
ChIJe-ORMrbLHIwRqFl4xEkDox4,Asicalao Barbería,(939) 353-9035,"PR-180, Salinas, 00751, Puerto Rico",Salinas,17.9816396,-66.290796,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJS8LOEK0hA4wRPpdxZ18_8TM,Barbería Cuco Style,(787) 218-1464,"Carretera 7-95, La Alianza, Arecibo 00688, Puerto Rico",La Alianza,18.4015182,-66.5941168,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJlWoeph_THIwRU_3GNegpdic,Peluqueria Per Capelli,(787) 837-5010,"777 PR-1, Mercedita, Juana Díaz 00795, Puerto Rico",Mercedita,17.9962251,-66.5010798,Spas,Barberias,Salon de Belleza|Cuidado Capilar|Bienestar|Spa|Tienda,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest|spa|store
ChIJpwieSrJpA4wRlRwC63fScqE,Barberia 304,(787) 564-2305,"304 Av. Eleanor Roosevelt, San Juan, 00918, Puerto Rico",San Juan,18.4193198,-66.0653811,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJ6TrRwuFBA4wRlo1UxOT-C3s,Allende & Ariel's Barber Shop,(787) 943-0191,"AR-30 Av. Laurel, Bayamón, 00956, Puerto Rico",Bayamón,18.3658939,-66.1610198,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJ1cRRcQDTHIwRGGsJ63w8vG8,High Quality Barber Shop,(787) 673-0885,"99 PR-540 KM 0.5 NUM, Juana Díaz 00795, Puerto Rico",Río Cañas Arriba,18.046497,-66.4561138,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJg-vk-7HLHIwRDPLfczms180,New Generation Barbershop,(787) 627-9480,"Porto Fino Plaza, PR-3, Salinas, 00751, Puerto Rico",Salinas,17.9725318,-66.29071259999999,Barberias,Barberias,Cuidado Capilar|Bienestar|Cortes,OPERATIONAL,establishment|hair_care|health|point_of_interest
ChIJtU11fdPMHIwRADvAyXwK93s,Aguas Termales de Coamo,(787) 825-6668,"Carr 546 km1.2, Coamo, 00769, Puerto Rico",Coamo,18.0367134,-66.3733817,Spas,Spas,Bienestar|Spa,OPERATIONAL,establishment|health|point_of_interest|spa
ChIJc0mc43pvA4wR27p0nkd3Ptg,Cloud Spa,(939) 204-0496,"103 de Diego Ave 5th floor, Gallery Plaza, San Juan, 00911, Puerto Rico",San Juan,18.4517765,-66.063507,Spas,Spas,Salon de Belleza|Cuidado Capilar|Spa,OPERATIONAL,beauty_salon|establishment|hair_care|point_of_interest|spa
ChIJD1fFKvJoA4wRchsHOiK8rlA,Nouvelle D'Spa - San Juan,(787) 783-9492,"701 Av. Andalucía, San Juan, 00920, Puerto Rico",San Juan,18.4081031,-66.0758638,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJJ_LoAYoTA4wRKe6uvdmFCfc,The Ritz Carlton Reserve SPA Botánico,(787) 278-7227,"100 Dorado Beach Drive, Dorado, 00646, Puerto Rico",Dorado,18.4740826,-66.3027294,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJE_5y2jtvA4wRLA0HTDjfRII,The Spa at Condado Vanderbilt,(787) 977-6710,"1055 Ashford Ave, San Juan, 00907, Puerto Rico",San Juan,18.4587771,-66.0759399,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJkYwRljlvA4wR8zWTw-6GlS0,Euforia Spa Center,(787) 289-0808,"1060 Ashford Ave, San Juan, 00907, Puerto Rico",San Juan,18.4572111,-66.0749665,Spas,Spas,Spa,OPERATIONAL,bar|establishment|point_of_interest|spa
ChIJidcWOocUA4wRpekJocw5lKA,Nouvelle D'Spa,(787) 796-6200,"Plaza Dorada Shopping Center, Road 693, Dorado, 00646, Puerto Rico",Dorado,18.4646208,-66.28227760000001,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJ5QG8-TllA4wReF_EEAWNB1g,Zen Spa Brisas,(787) 304-8433,"Royal Sonesta, 5961 Av. Isla Verde, Carolina, 00979, Puerto Rico",Carolina,18.4440537,-66.0193586,Spas,Spas,Spa,OPERATIONAL,establishment|point_of_interest|spa
ChIJA56XgjlvA4wRdt8n3ZXniB4,Zen Spa,(787) 522-8433,"200 Convention Blvd, San Juan, 00907, Puerto Rico",San Juan,18.4543265,-66.0901502,Spas,Spas,Salon de Belleza|Spa,OPERATIONAL,beauty_salon|establishment|point_of_interest|spa
ChIJdR79XvRpA4wR_SeFAAXM88E,Soul Spa Wellness Center,(787) 497-0101,"Clínica Las Américas, 400 Avenida F.D. Roosevelt Suite 108, San Juan, 00936, Puerto Rico",San Juan,18.420023,-66.0693939,Gimnasios,Spas,Salon de Belleza|Gimnasio General|Bienestar|Spa|Tienda,OPERATIONAL,beauty_salon|cafe|doctor|establishment|food|gym|health|point_of_interest|spa|store
ChIJX8E0etlnA4wRAPE1I2Z6kjs,Well & Being Spa at Fairmont El San Juan Hotel,(866) 824-8238,"6063 Av. Isla Verde, Carolina, 00979, Puerto Rico",Carolina,18.443794,-66.017757,Spas,Spas,Salon de Belleza|Cuidado Capilar|Bienestar|Spa|Tienda,OPERATIONAL,beauty_salon|establishment|hair_care|health|point_of_interest|spa|store
ChIJ94lMZilpZ2wRK4aYq6ZvGeU,Ocean Pearl Wellness & Spa,(787) 333-6748,"1760 Av. Manuel Fernández Juncos, San Juan, 00909, Puerto Rico",San Juan,18.440772,-66.0633,Spas,Spas,Spa|Wellness,OPERATIONAL,establishment|point_of_interest|spa
